date,amount,productCategory,region
2024-12-25,2262,Handmade Crafts,Mumbai Suburban
2025-11-05,12698,Local Tailoring,Bangalore South
2025-06-07,9197,Handmade Crafts,Delhi Old City
2024-09-28,10250,Local Tailoring,Pune Rural
2025-01-27,12263,Handmade Crafts,Mumbai Suburban
2025-05-10,7267,Local Tailoring,Chennai Central
2025-02-19,10832,Local Tailoring,Delhi Old City
2024-07-11,12030,Local Tailoring,Mumbai Suburban
2025-12-08,885,Street Food,Bangalore South
2024-05-02,13318,Kirana Store,Mumbai Suburban
2024-02-09,4875,Handmade Crafts,Pune Rural
2024-08-08,10971,Kirana Store,Bangalore South
2024-03-23,14110,Kirana Store,Delhi Old City
2024-05-11,9031,Local Tailoring,Delhi Old City
2025-08-30,11495,Organic Produce,Pune Rural
2025-01-19,1627,Street Food,Delhi Old City
2024-08-03,9450,Kirana Store,Chennai Central
2025-12-01,10373,Street Food,Mumbai Suburban
2025-07-25,4532,Handmade Crafts,Delhi Old City
2025-03-07,14018,Street Food,Delhi Old City
2024-06-05,12723,Handmade Crafts,Mumbai Suburban
2024-08-28,5920,Street Food,Pune Rural
2025-06-04,727,Organic Produce,Pune Rural
2024-10-16,13739,Handmade Crafts,Mumbai Suburban
2025-01-24,6371,Street Food,Bangalore South
2024-10-05,970,Local Tailoring,Pune Rural
2024-03-31,8077,Handmade Crafts,Mumbai Suburban
2025-04-13,1461,Local Tailoring,Delhi Old City
2025-05-12,5518,Handmade Crafts,Chennai Central
2024-07-08,2235,Local Tailoring,Chennai Central
2024-04-06,7387,Organic Produce,Bangalore South
2024-12-19,4496,Street Food,Delhi Old City
2025-09-26,7612,Organic Produce,Pune Rural
2025-06-10,14901,Kirana Store,Mumbai Suburban
2024-01-11,4765,Local Tailoring,Chennai Central
2025-01-21,8846,Organic Produce,Mumbai Suburban
2024-10-18,2584,Local Tailoring,Mumbai Suburban
2025-08-03,7949,Kirana Store,Delhi Old City
2024-12-06,9554,Street Food,Mumbai Suburban
2024-09-07,5601,Kirana Store,Delhi Old City
2024-06-29,14318,Street Food,Delhi Old City
2024-12-21,14514,Local Tailoring,Chennai Central
2025-03-02,3683,Organic Produce,Delhi Old City
2024-07-31,11823,Handmade Crafts,Mumbai Suburban
2025-12-08,7370,Kirana Store,Pune Rural
2024-09-03,4889,Kirana Store,Chennai Central
2025-01-05,9032,Organic Produce,Pune Rural
2024-09-23,8103,Handmade Crafts,Bangalore South
2025-07-11,10229,Handmade Crafts,Pune Rural
2025-06-29,10044,Organic Produce,Chennai Central
2024-03-04,14649,Handmade Crafts,Bangalore South
2024-08-23,902,Local Tailoring,Bangalore South
2025-05-29,10167,Street Food,Pune Rural
2025-04-20,2881,Kirana Store,Chennai Central
2025-08-14,2408,Kirana Store,Chennai Central
2025-06-27,7569,Handmade Crafts,Bangalore South
2024-02-10,10673,Local Tailoring,Chennai Central
2024-02-29,13429,Street Food,Delhi Old City
2025-02-28,2372,Organic Produce,Pune Rural
2024-07-21,10480,Kirana Store,Bangalore South
2025-02-25,13395,Handmade Crafts,Pune Rural
2024-03-10,14196,Kirana Store,Delhi Old City
2025-06-23,1829,Handmade Crafts,Chennai Central
2025-03-15,11482,Organic Produce,Delhi Old City
2025-11-16,8574,Organic Produce,Bangalore South
2024-06-23,14706,Local Tailoring,Mumbai Suburban
2024-03-06,5754,Kirana Store,Mumbai Suburban
2025-07-12,9838,Street Food,Mumbai Suburban
2024-01-25,11208,Street Food,Pune Rural
2025-01-02,6251,Kirana Store,Mumbai Suburban
2025-04-20,11540,Street Food,Mumbai Suburban
2025-02-01,6428,Kirana Store,Pune Rural
2025-05-08,1342,Organic Produce,Chennai Central
2024-12-23,14134,Local Tailoring,Delhi Old City
2024-02-29,12908,Street Food,Chennai Central
2024-11-26,3795,Handmade Crafts,Delhi Old City
2024-09-27,6052,Kirana Store,Bangalore South
2025-01-26,1858,Organic Produce,Bangalore South
2024-07-11,11269,Handmade Crafts,Chennai Central
2024-05-18,566,Organic Produce,Delhi Old City
2025-01-08,9870,Kirana Store,Mumbai Suburban
2024-03-15,5984,Organic Produce,Pune Rural
2025-04-13,12447,Kirana Store,Pune Rural
2025-12-17,10307,Organic Produce,Pune Rural
2024-09-14,13305,Street Food,Pune Rural
2024-04-24,4328,Organic Produce,Delhi Old City
2024-07-11,4179,Local Tailoring,Chennai Central
2025-04-20,7092,Kirana Store,Mumbai Suburban
2024-05-04,3996,Local Tailoring,Bangalore South
2024-05-29,4572,Handmade Crafts,Pune Rural
2025-01-23,6425,Organic Produce,Chennai Central
2025-04-12,13817,Kirana Store,Pune Rural
2025-03-06,12654,Handmade Crafts,Chennai Central
2024-11-16,8763,Kirana Store,Delhi Old City
2025-10-07,9304,Handmade Crafts,Bangalore South
2025-12-05,719,Local Tailoring,Delhi Old City
2025-03-06,893,Handmade Crafts,Mumbai Suburban
2024-10-30,4254,Kirana Store,Pune Rural
2025-11-22,7999,Handmade Crafts,Bangalore South
2025-05-21,9069,Handmade Crafts,Chennai Central
2024-07-31,13589,Kirana Store,Mumbai Suburban
2025-01-07,1848,Handmade Crafts,Delhi Old City
2024-11-09,4476,Organic Produce,Pune Rural
2024-12-04,9493,Organic Produce,Delhi Old City
2026-01-08,5429,Street Food,Bangalore South
2024-03-03,8669,Handmade Crafts,Bangalore South
2024-05-23,5960,Organic Produce,Pune Rural
2025-02-13,8875,Local Tailoring,Delhi Old City
2024-05-11,8865,Local Tailoring,Pune Rural
2025-06-13,5243,Street Food,Bangalore South
2025-11-30,10717,Organic Produce,Pune Rural
2025-10-28,10301,Organic Produce,Chennai Central
2024-06-27,5348,Handmade Crafts,Mumbai Suburban
2025-07-27,13631,Kirana Store,Delhi Old City
2025-01-20,13921,Organic Produce,Pune Rural
2025-10-30,5226,Kirana Store,Pune Rural
2024-06-09,2046,Handmade Crafts,Chennai Central
2025-05-08,7476,Handmade Crafts,Bangalore South
2024-08-31,851,Organic Produce,Bangalore South
2025-08-26,2681,Organic Produce,Mumbai Suburban
2025-03-10,7775,Local Tailoring,Chennai Central
2024-10-28,13265,Local Tailoring,Mumbai Suburban
2024-08-06,11002,Street Food,Delhi Old City
2024-08-30,4905,Handmade Crafts,Mumbai Suburban
2024-02-16,10256,Street Food,Bangalore South
2025-02-01,14198,Organic Produce,Mumbai Suburban
2024-05-21,3478,Street Food,Mumbai Suburban
2024-04-17,3775,Kirana Store,Delhi Old City
2024-10-15,3322,Local Tailoring,Chennai Central
2024-04-15,4009,Street Food,Mumbai Suburban
2024-03-30,3679,Organic Produce,Chennai Central
2025-12-24,11722,Organic Produce,Mumbai Suburban
2025-07-14,2037,Street Food,Chennai Central
2025-04-06,10892,Kirana Store,Mumbai Suburban
2026-01-01,11970,Street Food,Delhi Old City
2024-08-23,9415,Street Food,Pune Rural
2024-01-22,6720,Street Food,Delhi Old City
2024-05-13,11263,Street Food,Mumbai Suburban
2024-06-22,4763,Kirana Store,Mumbai Suburban
2025-08-05,5068,Street Food,Delhi Old City
2025-01-31,6027,Handmade Crafts,Chennai Central
2025-06-21,5762,Handmade Crafts,Chennai Central
2024-04-14,4934,Kirana Store,Chennai Central
2024-05-05,6722,Local Tailoring,Bangalore South
2024-03-07,14553,Local Tailoring,Pune Rural
2024-07-22,8151,Kirana Store,Mumbai Suburban
2024-12-10,14584,Organic Produce,Pune Rural
2024-12-30,14650,Organic Produce,Delhi Old City
2024-12-07,13544,Organic Produce,Pune Rural
2024-06-05,4909,Local Tailoring,Delhi Old City
2024-02-13,14475,Kirana Store,Pune Rural
2024-06-05,9741,Organic Produce,Bangalore South
2025-09-17,12000,Local Tailoring,Mumbai Suburban
2025-07-28,8170,Street Food,Chennai Central
2024-12-16,7362,Local Tailoring,Bangalore South
2025-10-10,708,Organic Produce,Delhi Old City
2025-02-27,2153,Street Food,Delhi Old City
2024-11-07,10806,Kirana Store,Bangalore South
2025-02-06,13203,Kirana Store,Pune Rural
2025-03-11,2565,Local Tailoring,Bangalore South
2025-10-28,13715,Kirana Store,Mumbai Suburban
2025-12-05,11311,Handmade Crafts,Mumbai Suburban
2025-09-18,12429,Street Food,Delhi Old City
2024-06-21,1239,Kirana Store,Bangalore South
2025-12-01,12081,Street Food,Pune Rural
2024-09-29,8845,Handmade Crafts,Chennai Central
2025-04-29,6621,Kirana Store,Bangalore South
2025-11-13,12235,Organic Produce,Delhi Old City
2024-06-16,4992,Organic Produce,Pune Rural
2025-10-10,6460,Local Tailoring,Delhi Old City
2025-09-09,7806,Street Food,Pune Rural
2024-09-21,7941,Kirana Store,Chennai Central
2025-03-22,4217,Local Tailoring,Delhi Old City
2024-12-23,9018,Local Tailoring,Delhi Old City
2024-06-16,1456,Local Tailoring,Delhi Old City
2024-04-03,8821,Street Food,Chennai Central
2025-11-14,3088,Street Food,Mumbai Suburban
2025-06-15,5753,Local Tailoring,Bangalore South
2025-02-19,14318,Local Tailoring,Pune Rural
2024-02-04,1983,Street Food,Mumbai Suburban
2025-05-30,4748,Handmade Crafts,Pune Rural
2025-08-27,6751,Local Tailoring,Pune Rural
2024-03-13,12694,Handmade Crafts,Bangalore South
2024-06-21,7732,Handmade Crafts,Bangalore South
2025-02-28,4524,Street Food,Pune Rural
2024-06-15,6716,Organic Produce,Chennai Central
2025-04-18,7884,Kirana Store,Pune Rural
2024-02-04,11857,Organic Produce,Delhi Old City
2024-05-28,13446,Street Food,Bangalore South
2025-01-24,8174,Organic Produce,Bangalore South
2024-07-03,3077,Kirana Store,Bangalore South
2025-09-15,3308,Kirana Store,Mumbai Suburban
2025-03-01,14998,Street Food,Delhi Old City
2025-07-29,11896,Handmade Crafts,Pune Rural
2024-09-12,4700,Kirana Store,Bangalore South
2024-12-05,963,Local Tailoring,Mumbai Suburban
2024-03-01,9136,Street Food,Bangalore South
2025-05-28,8940,Organic Produce,Chennai Central
2024-02-26,1430,Handmade Crafts,Pune Rural
2025-11-05,8420,Kirana Store,Delhi Old City
2025-06-15,6594,Organic Produce,Chennai Central
2024-12-11,2363,Organic Produce,Mumbai Suburban
2024-12-04,10548,Handmade Crafts,Bangalore South
2024-01-15,9653,Street Food,Mumbai Suburban
2025-12-09,8225,Street Food,Mumbai Suburban
2025-04-18,6825,Street Food,Pune Rural
2024-01-15,5809,Handmade Crafts,Mumbai Suburban
2025-03-11,8524,Local Tailoring,Delhi Old City
2024-10-15,12639,Organic Produce,Pune Rural
2025-02-11,11935,Street Food,Pune Rural
2025-06-01,14950,Street Food,Chennai Central
2025-10-10,6810,Kirana Store,Delhi Old City
2025-11-03,7925,Organic Produce,Delhi Old City
2024-10-16,6496,Street Food,Bangalore South
2025-11-18,12171,Kirana Store,Pune Rural
2024-12-18,6158,Kirana Store,Pune Rural
2024-06-06,7593,Street Food,Pune Rural
2024-08-05,2535,Local Tailoring,Pune Rural
2025-03-26,9946,Street Food,Mumbai Suburban
2024-10-03,8005,Street Food,Delhi Old City
2024-04-30,6062,Organic Produce,Chennai Central
2025-11-02,10100,Handmade Crafts,Mumbai Suburban
2025-11-03,1326,Organic Produce,Pune Rural
2024-11-09,802,Kirana Store,Mumbai Suburban
2024-11-06,5933,Local Tailoring,Bangalore South
2024-10-12,14479,Street Food,Chennai Central
2024-11-30,5474,Kirana Store,Mumbai Suburban
2024-11-26,759,Kirana Store,Chennai Central
2025-06-02,528,Organic Produce,Pune Rural
2024-09-03,9100,Local Tailoring,Pune Rural
2024-05-02,14045,Local Tailoring,Delhi Old City
2024-10-15,4630,Handmade Crafts,Chennai Central
2025-01-08,9008,Organic Produce,Bangalore South
2024-01-31,14161,Local Tailoring,Bangalore South
2024-09-17,8583,Handmade Crafts,Pune Rural
2024-03-11,13750,Organic Produce,Delhi Old City
2024-03-17,4320,Local Tailoring,Delhi Old City
2024-09-20,1533,Organic Produce,Chennai Central
2025-11-12,12214,Handmade Crafts,Bangalore South
2025-05-22,2085,Handmade Crafts,Pune Rural
2025-10-21,10938,Handmade Crafts,Pune Rural
2024-10-21,6497,Organic Produce,Pune Rural
2025-11-09,2074,Organic Produce,Pune Rural
2024-09-27,6431,Organic Produce,Pune Rural
2025-08-29,10764,Street Food,Delhi Old City
2024-06-14,14872,Organic Produce,Chennai Central
2024-06-24,10033,Kirana Store,Pune Rural
2025-01-31,2139,Organic Produce,Chennai Central
2025-11-17,2214,Kirana Store,Pune Rural
2024-07-14,4192,Local Tailoring,Delhi Old City
2024-06-03,723,Handmade Crafts,Pune Rural
2024-07-23,14147,Local Tailoring,Delhi Old City
2024-06-11,8223,Organic Produce,Chennai Central
2024-09-16,14276,Handmade Crafts,Pune Rural
2024-09-08,1121,Local Tailoring,Mumbai Suburban
2025-05-28,990,Kirana Store,Pune Rural
2025-05-27,2168,Kirana Store,Chennai Central
2024-10-28,10140,Organic Produce,Mumbai Suburban
2025-02-24,3525,Local Tailoring,Chennai Central
2024-05-23,2465,Local Tailoring,Mumbai Suburban
2024-11-23,4027,Organic Produce,Delhi Old City
2024-09-04,2129,Handmade Crafts,Delhi Old City
2025-08-07,5503,Street Food,Mumbai Suburban
2024-06-04,10872,Local Tailoring,Mumbai Suburban
2024-07-13,11223,Organic Produce,Pune Rural
2025-09-15,6197,Street Food,Chennai Central
2025-02-22,11058,Street Food,Delhi Old City
2024-02-26,10048,Handmade Crafts,Chennai Central
2025-04-28,9492,Handmade Crafts,Bangalore South
2025-12-19,10394,Local Tailoring,Pune Rural
2024-06-07,11299,Organic Produce,Chennai Central
2025-08-16,2985,Street Food,Bangalore South
2025-07-05,1563,Local Tailoring,Pune Rural
2024-10-13,6977,Handmade Crafts,Mumbai Suburban
2025-01-21,2827,Handmade Crafts,Mumbai Suburban
2024-10-02,14039,Local Tailoring,Bangalore South
2025-03-07,11707,Handmade Crafts,Chennai Central
2025-11-05,3399,Local Tailoring,Bangalore South
2024-12-29,3913,Handmade Crafts,Chennai Central
2025-10-25,5848,Local Tailoring,Delhi Old City
2025-09-27,14457,Handmade Crafts,Chennai Central
2024-06-27,14386,Organic Produce,Bangalore South
2024-02-11,9719,Handmade Crafts,Bangalore South
2024-05-07,14513,Handmade Crafts,Bangalore South
2025-12-17,6708,Kirana Store,Bangalore South
2024-06-29,14133,Handmade Crafts,Pune Rural
2025-11-13,3424,Street Food,Bangalore South
2025-03-20,12570,Street Food,Bangalore South
2024-03-07,9879,Street Food,Chennai Central
2025-02-02,7564,Organic Produce,Bangalore South
2024-06-24,13767,Street Food,Pune Rural
2024-11-23,3350,Handmade Crafts,Chennai Central
2025-10-29,7663,Organic Produce,Delhi Old City
2025-05-06,2310,Local Tailoring,Mumbai Suburban
2024-10-29,1711,Kirana Store,Bangalore South
2024-10-30,7416,Kirana Store,Mumbai Suburban
2025-11-25,3426,Handmade Crafts,Chennai Central
2025-07-15,1277,Local Tailoring,Mumbai Suburban
2025-06-30,1124,Local Tailoring,Chennai Central
2025-01-23,7627,Handmade Crafts,Mumbai Suburban
2025-04-12,3133,Kirana Store,Mumbai Suburban
2024-02-06,1230,Kirana Store,Mumbai Suburban
2025-07-07,4324,Local Tailoring,Bangalore South
2024-01-31,8865,Organic Produce,Mumbai Suburban
2024-03-31,4502,Organic Produce,Pune Rural
2025-12-25,9664,Kirana Store,Chennai Central
2024-08-31,4427,Kirana Store,Delhi Old City
2024-04-28,12310,Street Food,Delhi Old City
2024-04-04,13270,Local Tailoring,Bangalore South
2024-11-22,13034,Organic Produce,Mumbai Suburban
2025-10-13,10284,Kirana Store,Mumbai Suburban
2024-10-28,7799,Kirana Store,Pune Rural
2025-06-30,5682,Local Tailoring,Chennai Central
2025-11-22,9708,Organic Produce,Mumbai Suburban
2024-05-08,6455,Street Food,Delhi Old City
2025-04-02,1663,Handmade Crafts,Bangalore South
2024-11-24,6649,Kirana Store,Mumbai Suburban
2025-08-21,8028,Organic Produce,Delhi Old City
2025-03-03,5969,Handmade Crafts,Chennai Central
2025-10-14,2524,Handmade Crafts,Mumbai Suburban
2025-02-18,3041,Handmade Crafts,Chennai Central
2025-03-10,12064,Local Tailoring,Delhi Old City
2025-08-12,3217,Local Tailoring,Mumbai Suburban
2025-11-26,5400,Handmade Crafts,Chennai Central
2024-09-10,6022,Local Tailoring,Pune Rural
2025-09-12,12357,Kirana Store,Bangalore South
2025-05-02,3282,Local Tailoring,Mumbai Suburban
2025-04-20,8993,Kirana Store,Mumbai Suburban
2024-12-29,3239,Kirana Store,Chennai Central
2024-12-12,4830,Kirana Store,Chennai Central
2025-03-20,5813,Kirana Store,Pune Rural
2024-06-25,7089,Street Food,Mumbai Suburban
2025-08-17,14660,Local Tailoring,Chennai Central
2025-02-02,14017,Local Tailoring,Mumbai Suburban
2025-11-29,789,Kirana Store,Pune Rural
2024-03-28,2548,Street Food,Pune Rural
2025-10-26,9838,Local Tailoring,Delhi Old City
2025-11-18,11309,Street Food,Chennai Central
2024-02-07,1552,Handmade Crafts,Mumbai Suburban
2024-03-08,2410,Organic Produce,Delhi Old City
2024-07-23,2142,Organic Produce,Delhi Old City
2024-04-11,4910,Kirana Store,Delhi Old City
2025-06-07,8152,Organic Produce,Pune Rural
2025-11-01,9502,Organic Produce,Mumbai Suburban
2024-01-21,8738,Organic Produce,Mumbai Suburban
2024-10-25,718,Street Food,Mumbai Suburban
2025-04-03,8359,Local Tailoring,Mumbai Suburban
2025-06-20,1798,Handmade Crafts,Chennai Central
2025-02-12,11623,Local Tailoring,Pune Rural
2024-07-31,11839,Kirana Store,Delhi Old City
2024-10-14,8840,Street Food,Delhi Old City
2024-05-10,7687,Street Food,Chennai Central
2025-12-13,3399,Local Tailoring,Pune Rural
2024-11-14,2062,Organic Produce,Bangalore South
2024-10-06,11385,Local Tailoring,Pune Rural
2024-03-30,11819,Handmade Crafts,Pune Rural
2025-09-04,7565,Street Food,Chennai Central
2025-06-29,2291,Organic Produce,Bangalore South
2025-11-12,10924,Street Food,Chennai Central
2024-02-04,2387,Local Tailoring,Pune Rural
2024-01-12,5254,Street Food,Pune Rural
2025-12-06,2274,Handmade Crafts,Pune Rural
2025-05-27,11580,Organic Produce,Chennai Central
2024-07-14,1817,Organic Produce,Pune Rural
2025-02-08,14549,Organic Produce,Mumbai Suburban
2024-12-06,14756,Kirana Store,Delhi Old City
2024-10-06,2922,Kirana Store,Chennai Central
2025-02-01,13136,Kirana Store,Bangalore South
2025-06-10,7510,Handmade Crafts,Pune Rural
2024-08-23,12211,Local Tailoring,Delhi Old City
2025-03-31,673,Kirana Store,Mumbai Suburban
2024-12-24,11650,Kirana Store,Mumbai Suburban
2025-08-25,1726,Street Food,Delhi Old City
2024-02-17,761,Local Tailoring,Bangalore South
2024-01-26,6846,Organic Produce,Pune Rural
2025-02-06,9064,Kirana Store,Mumbai Suburban
2025-12-04,13352,Local Tailoring,Chennai Central
2025-07-09,10553,Organic Produce,Chennai Central
2025-09-24,13227,Organic Produce,Bangalore South
2025-11-01,13199,Handmade Crafts,Bangalore South
2025-11-05,7300,Organic Produce,Bangalore South
2024-08-03,11068,Local Tailoring,Delhi Old City
2024-10-01,7076,Kirana Store,Chennai Central
2025-03-08,12601,Local Tailoring,Delhi Old City
2025-04-29,6096,Street Food,Pune Rural
2025-03-01,4885,Kirana Store,Bangalore South
2024-12-29,2764,Local Tailoring,Mumbai Suburban
2025-02-10,8922,Handmade Crafts,Bangalore South
2025-02-25,7442,Handmade Crafts,Delhi Old City
2025-12-15,3749,Kirana Store,Bangalore South
2024-06-24,13737,Street Food,Mumbai Suburban
2024-02-02,1410,Street Food,Delhi Old City
2025-04-21,14560,Kirana Store,Mumbai Suburban
2024-03-24,13054,Organic Produce,Chennai Central
2024-07-19,2982,Street Food,Delhi Old City
2025-02-01,3255,Organic Produce,Mumbai Suburban
2025-09-21,8999,Organic Produce,Mumbai Suburban
2025-12-25,5399,Street Food,Pune Rural
2024-09-20,8237,Organic Produce,Pune Rural
2025-01-02,12489,Handmade Crafts,Chennai Central
2025-10-02,8846,Street Food,Mumbai Suburban
2024-04-24,13410,Organic Produce,Delhi Old City
2025-10-18,7419,Organic Produce,Bangalore South
2024-08-03,12598,Street Food,Pune Rural
2024-08-17,11837,Kirana Store,Bangalore South
2024-09-19,12878,Local Tailoring,Delhi Old City
2024-12-22,2153,Local Tailoring,Mumbai Suburban
2024-08-19,6170,Handmade Crafts,Chennai Central
2024-11-01,1343,Local Tailoring,Delhi Old City
2024-03-02,14386,Organic Produce,Pune Rural
2025-01-12,3747,Organic Produce,Pune Rural
2025-01-22,5439,Kirana Store,Pune Rural
2025-05-07,1231,Organic Produce,Bangalore South
2024-11-27,9624,Handmade Crafts,Chennai Central
2024-10-14,14734,Organic Produce,Delhi Old City
2025-01-27,7315,Street Food,Delhi Old City
2024-05-02,10294,Handmade Crafts,Delhi Old City
2025-08-10,9484,Handmade Crafts,Bangalore South
2025-12-23,3343,Kirana Store,Bangalore South
2024-04-06,13505,Local Tailoring,Pune Rural
2024-04-20,6447,Street Food,Chennai Central
2025-10-04,2148,Kirana Store,Pune Rural
2025-08-16,3548,Organic Produce,Pune Rural
2025-01-27,5494,Street Food,Bangalore South
2024-01-12,6673,Organic Produce,Bangalore South
2025-09-10,10150,Handmade Crafts,Bangalore South
2025-10-06,5005,Handmade Crafts,Pune Rural
2025-05-16,12763,Organic Produce,Mumbai Suburban
2024-03-20,3975,Organic Produce,Chennai Central
2025-07-26,11378,Kirana Store,Delhi Old City
2024-09-15,13276,Local Tailoring,Bangalore South
2025-02-06,802,Kirana Store,Mumbai Suburban
2025-03-26,6580,Kirana Store,Delhi Old City
2024-11-07,1234,Street Food,Pune Rural
2024-12-05,14430,Kirana Store,Mumbai Suburban
2024-05-19,14027,Kirana Store,Mumbai Suburban
2024-08-12,13830,Organic Produce,Bangalore South
2025-02-28,8879,Street Food,Mumbai Suburban
2024-11-20,1735,Handmade Crafts,Pune Rural
2025-12-14,11365,Organic Produce,Bangalore South
2025-09-16,13663,Handmade Crafts,Mumbai Suburban
2025-03-11,10937,Handmade Crafts,Delhi Old City
2025-08-12,8096,Organic Produce,Mumbai Suburban
2024-03-24,7203,Local Tailoring,Bangalore South
2025-02-12,1079,Local Tailoring,Chennai Central
2024-07-04,4079,Kirana Store,Mumbai Suburban
2025-06-13,10772,Organic Produce,Mumbai Suburban
2024-01-21,5399,Kirana Store,Mumbai Suburban
2025-05-08,880,Handmade Crafts,Mumbai Suburban
2024-12-30,8211,Kirana Store,Chennai Central
2025-12-06,3516,Street Food,Delhi Old City
2024-07-06,8915,Organic Produce,Chennai Central
2024-03-11,1452,Street Food,Mumbai Suburban
2025-11-20,10377,Street Food,Mumbai Suburban
2025-11-24,11026,Street Food,Pune Rural
2025-12-12,9262,Street Food,Mumbai Suburban
2024-04-18,4769,Street Food,Mumbai Suburban
2024-07-05,4340,Street Food,Chennai Central
2025-12-31,7744,Handmade Crafts,Chennai Central
2024-08-14,1122,Street Food,Bangalore South
2024-10-29,7416,Kirana Store,Pune Rural
2024-03-20,11949,Organic Produce,Bangalore South
2024-04-03,1399,Organic Produce,Pune Rural
2025-04-05,11782,Organic Produce,Delhi Old City
2025-09-13,6750,Kirana Store,Mumbai Suburban
2025-08-18,4895,Organic Produce,Chennai Central
2025-03-11,1164,Local Tailoring,Delhi Old City
2024-04-04,4514,Handmade Crafts,Bangalore South
2024-09-04,11918,Street Food,Pune Rural
2025-04-25,4834,Kirana Store,Delhi Old City
2025-01-05,10756,Local Tailoring,Pune Rural
2025-06-23,2925,Street Food,Pune Rural
2025-01-22,13720,Kirana Store,Pune Rural
2024-02-21,3455,Handmade Crafts,Chennai Central
2024-06-20,14668,Local Tailoring,Pune Rural
2025-03-13,14086,Kirana Store,Pune Rural
2024-12-24,11945,Handmade Crafts,Delhi Old City
2024-05-28,5234,Kirana Store,Chennai Central
2025-09-22,2181,Organic Produce,Chennai Central
2025-08-26,5638,Kirana Store,Chennai Central
2025-03-16,13020,Handmade Crafts,Delhi Old City
2024-12-04,7941,Kirana Store,Bangalore South
2025-09-23,8408,Organic Produce,Bangalore South
2024-06-01,13255,Organic Produce,Chennai Central
2025-06-13,13943,Local Tailoring,Pune Rural
2024-09-07,7731,Street Food,Pune Rural
2025-12-28,12170,Kirana Store,Mumbai Suburban
2024-07-21,6927,Street Food,Bangalore South
2025-09-24,6376,Organic Produce,Pune Rural
2024-12-06,10084,Local Tailoring,Mumbai Suburban
2025-09-18,11003,Kirana Store,Pune Rural
2024-07-18,7394,Organic Produce,Chennai Central
2025-09-03,4209,Kirana Store,Mumbai Suburban
2025-07-05,7368,Kirana Store,Chennai Central
2025-07-09,7673,Organic Produce,Bangalore South
2024-10-10,5837,Organic Produce,Bangalore South
2024-04-09,1963,Street Food,Mumbai Suburban
2024-01-11,10806,Street Food,Pune Rural
2025-03-08,1756,Handmade Crafts,Bangalore South
2025-05-12,2169,Kirana Store,Mumbai Suburban
2025-12-26,11923,Street Food,Delhi Old City
2024-05-26,5339,Kirana Store,Delhi Old City
2024-01-31,13679,Street Food,Bangalore South
2024-09-23,1959,Street Food,Pune Rural
2025-09-12,5527,Kirana Store,Bangalore South
2024-05-30,14203,Handmade Crafts,Chennai Central
2025-12-13,13330,Street Food,Bangalore South
2025-03-10,13561,Handmade Crafts,Pune Rural
2025-07-12,13453,Local Tailoring,Bangalore South
2025-11-03,11817,Kirana Store,Delhi Old City
2025-08-20,5837,Handmade Crafts,Bangalore South
2024-07-13,13881,Local Tailoring,Mumbai Suburban
2024-06-21,6442,Organic Produce,Delhi Old City
2025-10-12,13031,Street Food,Delhi Old City
2025-10-06,3652,Kirana Store,Chennai Central
2025-04-06,4391,Local Tailoring,Chennai Central
2024-12-14,8885,Organic Produce,Chennai Central
2025-08-04,553,Handmade Crafts,Bangalore South
2025-09-15,820,Handmade Crafts,Mumbai Suburban
2025-02-03,4904,Kirana Store,Delhi Old City
2025-12-29,4687,Street Food,Mumbai Suburban
2024-07-04,4876,Local Tailoring,Pune Rural
2025-11-19,12511,Kirana Store,Chennai Central
2024-04-11,5283,Local Tailoring,Mumbai Suburban
2025-06-29,6435,Local Tailoring,Chennai Central
2025-02-07,13928,Organic Produce,Bangalore South
2024-11-02,2946,Kirana Store,Chennai Central
2025-01-16,12353,Organic Produce,Chennai Central
2025-05-07,5274,Street Food,Bangalore South
2024-06-27,1707,Local Tailoring,Mumbai Suburban
2025-09-12,3846,Kirana Store,Bangalore South
2024-12-01,10326,Street Food,Chennai Central
2024-04-16,3992,Street Food,Delhi Old City
2024-07-15,890,Local Tailoring,Bangalore South
2025-04-26,12316,Organic Produce,Mumbai Suburban
2024-09-17,9462,Handmade Crafts,Bangalore South
2024-06-21,1589,Street Food,Delhi Old City
2024-08-24,12127,Organic Produce,Mumbai Suburban
2025-03-06,4967,Street Food,Pune Rural
2025-06-08,12277,Street Food,Chennai Central
2025-02-03,8041,Organic Produce,Pune Rural
2025-12-07,1834,Local Tailoring,Bangalore South
2024-06-23,14539,Street Food,Chennai Central
2025-08-08,9355,Kirana Store,Chennai Central
2024-10-22,4491,Street Food,Pune Rural
2025-12-07,5717,Street Food,Bangalore South
2024-03-14,13103,Handmade Crafts,Bangalore South
2025-03-20,2226,Kirana Store,Delhi Old City
2024-01-10,11748,Organic Produce,Bangalore South
2024-04-13,646,Street Food,Chennai Central
2024-08-17,11511,Organic Produce,Chennai Central
2025-01-30,12277,Local Tailoring,Pune Rural
2024-04-26,14513,Handmade Crafts,Delhi Old City
2024-02-25,883,Organic Produce,Delhi Old City
2024-12-09,14989,Local Tailoring,Pune Rural
2024-06-17,14368,Organic Produce,Bangalore South
2025-07-04,933,Street Food,Bangalore South
2025-01-16,10481,Kirana Store,Mumbai Suburban
2024-09-12,13241,Street Food,Delhi Old City
2025-03-26,9048,Organic Produce,Mumbai Suburban
2024-05-07,7310,Handmade Crafts,Chennai Central
