date,amount,productCategory,region,company
2024-10-18,509306.55,Commercial Vehicles,North India,Tata Motors
2024-01-21,450219.23,Commercial Vehicles,Central India,Tata Motors
2024-08-14,413702.75,Passenger Vehicles,South India,Tata Motors
2023-05-21,466747.49,Service Centers,West India,Tata Motors
2024-06-15,385014.32,Commercial Vehicles,Central India,Tata Motors
2024-07-22,90586.72,Commercial Vehicles,South India,Tata Motors
2024-10-30,513684.01,Passenger Vehicles,West India,Tata Motors
2024-04-16,223201.04,Commercial Vehicles,East India,Tata Motors
2024-02-19,215856.58,Spare Parts,North India,Tata Motors
2023-12-01,182591.85,Service Centers,North India,Tata Motors
2024-02-24,274136.04,Spare Parts,North India,Tata Motors
2024-02-07,340460.17,Commercial Vehicles,East India,Tata Motors
2023-09-06,358760.51,Spare Parts,North India,Tata Motors
2024-06-14,155744.16,Spare Parts,West India,Tata Motors
2023-09-15,67976.82,Service Centers,Central India,Tata Motors
2024-02-09,271685.84,Service Centers,East India,Tata Motors
2024-10-05,86103.57,Spare Parts,South India,Tata Motors
2023-04-01,298241.85,Service Centers,West India,Tata Motors
2024-08-30,286458.92,Passenger Vehicles,West India,Tata Motors
2024-06-18,168078.00,Passenger Vehicles,West India,Tata Motors
2024-09-06,78992.60,Service Centers,East India,Tata Motors
2023-11-16,132727.27,Commercial Vehicles,North India,Tata Motors
2023-09-14,390363.86,Commercial Vehicles,Central India,Tata Motors
2023-08-31,278032.65,Passenger Vehicles,East India,Tata Motors
2023-08-10,300919.30,Spare Parts,South India,Tata Motors
2023-07-04,521072.91,Commercial Vehicles,West India,Tata Motors
2024-11-06,204985.15,Passenger Vehicles,East India,Tata Motors
2023-08-24,60066.70,Spare Parts,East India,Tata Motors
2023-03-20,84112.00,Commercial Vehicles,East India,Tata Motors
2024-07-17,228364.51,Passenger Vehicles,North India,Tata Motors
2024-03-14,548897.22,Commercial Vehicles,North India,Tata Motors
2023-01-02,276600.26,Service Centers,South India,Tata Motors
2024-05-26,214230.09,Spare Parts,East India,Tata Motors
2024-08-11,269015.25,Spare Parts,West India,Tata Motors
2024-10-06,379491.85,Service Centers,Central India,Tata Motors
2024-02-16,381952.92,Spare Parts,Central India,Tata Motors
2024-06-07,318793.57,Passenger Vehicles,Central India,Tata Motors
2023-10-23,490436.98,Commercial Vehicles,West India,Tata Motors
2023-02-08,249511.57,Passenger Vehicles,Central India,Tata Motors
2024-05-28,190480.94,Commercial Vehicles,Central India,Tata Motors
2024-10-04,83371.75,Passenger Vehicles,West India,Tata Motors
2023-02-17,189988.72,Spare Parts,North India,Tata Motors
2024-12-08,455285.73,Service Centers,North India,Tata Motors
2023-12-04,137150.41,Service Centers,East India,Tata Motors
2024-07-02,133470.50,Commercial Vehicles,Central India,Tata Motors
2023-12-11,219945.82,Commercial Vehicles,North India,Tata Motors
2023-09-20,493469.69,Service Centers,North India,Tata Motors
2024-03-08,356792.74,Spare Parts,East India,Tata Motors
2024-12-20,144999.65,Commercial Vehicles,West India,Tata Motors
2024-06-08,500776.33,Service Centers,West India,Tata Motors
2023-07-09,178653.27,Spare Parts,Central India,Tata Motors
2024-09-26,231847.53,Spare Parts,North India,Tata Motors
2023-05-22,475876.49,Passenger Vehicles,East India,Tata Motors
2024-09-27,437688.07,Spare Parts,Central India,Tata Motors
2024-11-12,464471.74,Service Centers,East India,Tata Motors
2023-05-28,278335.57,Spare Parts,North India,Tata Motors
2023-11-14,476687.40,Commercial Vehicles,North India,Tata Motors
2024-02-04,248116.36,Passenger Vehicles,North India,Tata Motors
2024-06-15,257650.83,Passenger Vehicles,South India,Tata Motors
2023-10-06,65876.07,Service Centers,Central India,Tata Motors
2023-04-17,242411.46,Passenger Vehicles,East India,Tata Motors
2024-09-18,429368.99,Commercial Vehicles,South India,Tata Motors
2024-08-02,367027.99,Commercial Vehicles,West India,Tata Motors
2024-03-12,109440.15,Commercial Vehicles,East India,Tata Motors
2024-08-12,418748.43,Spare Parts,Central India,Tata Motors
2024-02-12,383159.98,Passenger Vehicles,East India,Tata Motors
2023-04-27,420057.23,Service Centers,East India,Tata Motors
2023-11-05,77288.55,Passenger Vehicles,Central India,Tata Motors
2023-07-25,233727.43,Commercial Vehicles,South India,Tata Motors
2023-03-17,468210.27,Service Centers,Central India,Tata Motors
2024-01-15,451212.32,Passenger Vehicles,South India,Tata Motors
2023-10-05,207400.39,Passenger Vehicles,East India,Tata Motors
2023-04-21,155255.69,Spare Parts,East India,Tata Motors
2024-07-09,262210.64,Passenger Vehicles,North India,Tata Motors
2024-01-01,282474.08,Commercial Vehicles,West India,Tata Motors
2024-03-22,499382.00,Service Centers,East India,Tata Motors
2024-12-03,477880.45,Commercial Vehicles,West India,Tata Motors
2023-11-29,224957.37,Spare Parts,East India,Tata Motors
2024-02-23,358761.45,Passenger Vehicles,East India,Tata Motors
2023-07-20,245599.76,Service Centers,West India,Tata Motors
2024-11-18,323648.55,Passenger Vehicles,Central India,Tata Motors
2024-07-11,108832.47,Commercial Vehicles,Central India,Tata Motors
2023-05-30,447147.36,Passenger Vehicles,South India,Tata Motors
2024-04-27,536728.13,Service Centers,East India,Tata Motors
2024-08-11,481233.02,Service Centers,East India,Tata Motors
2023-08-20,545061.09,Spare Parts,West India,Tata Motors
2023-08-07,328058.10,Commercial Vehicles,North India,Tata Motors
2023-09-19,472928.67,Commercial Vehicles,Central India,Tata Motors
2024-03-28,283510.33,Passenger Vehicles,West India,Tata Motors
2023-05-09,185672.39,Service Centers,West India,Tata Motors
2024-04-01,273574.52,Passenger Vehicles,West India,Tata Motors
2024-10-09,215051.46,Passenger Vehicles,South India,Tata Motors
2023-06-08,353124.31,Commercial Vehicles,East India,Tata Motors
2023-05-26,286676.38,Spare Parts,West India,Tata Motors
2023-06-19,246338.69,Commercial Vehicles,East India,Tata Motors
2024-12-18,138815.49,Spare Parts,West India,Tata Motors
2023-08-08,453956.30,Spare Parts,East India,Tata Motors
2023-12-15,394082.61,Commercial Vehicles,South India,Tata Motors
2024-06-27,358040.33,Passenger Vehicles,South India,Tata Motors
2023-12-01,100321.77,Commercial Vehicles,West India,Tata Motors
2023-01-11,206079.23,Service Centers,East India,Tata Motors
2024-05-05,88138.94,Spare Parts,Central India,Tata Motors
2023-04-17,167108.27,Spare Parts,East India,Tata Motors
2024-11-20,473616.39,Commercial Vehicles,Central India,Tata Motors
2023-03-26,75122.39,Passenger Vehicles,East India,Tata Motors
2023-06-09,510267.58,Commercial Vehicles,South India,Tata Motors
2024-02-19,301758.41,Service Centers,West India,Tata Motors
2024-07-06,178081.22,Spare Parts,Central India,Tata Motors
2023-09-09,298718.20,Commercial Vehicles,South India,Tata Motors
2023-03-04,475207.12,Spare Parts,South India,Tata Motors
2023-07-10,108598.16,Passenger Vehicles,South India,Tata Motors
2023-02-19,155164.25,Spare Parts,Central India,Tata Motors
2023-01-19,206851.93,Spare Parts,North India,Tata Motors
2024-07-07,346895.83,Service Centers,South India,Tata Motors
2024-07-29,135033.05,Service Centers,West India,Tata Motors
2023-02-07,335337.34,Service Centers,West India,Tata Motors
2023-02-20,158028.68,Passenger Vehicles,South India,Tata Motors
2024-01-07,536050.86,Passenger Vehicles,East India,Tata Motors
2024-11-17,480237.03,Commercial Vehicles,West India,Tata Motors
2023-01-06,73444.22,Passenger Vehicles,East India,Tata Motors
2023-05-24,444428.47,Passenger Vehicles,South India,Tata Motors
2024-12-30,125819.73,Passenger Vehicles,North India,Tata Motors
2023-08-22,355510.34,Passenger Vehicles,South India,Tata Motors
2024-07-29,194199.96,Spare Parts,South India,Tata Motors
2024-03-29,542492.70,Commercial Vehicles,South India,Tata Motors
2023-08-27,51050.86,Service Centers,West India,Tata Motors
2023-01-09,160107.54,Commercial Vehicles,Central India,Tata Motors
2023-09-23,410193.79,Service Centers,North India,Tata Motors
2024-01-11,451043.25,Service Centers,North India,Tata Motors
2024-08-26,491233.89,Passenger Vehicles,East India,Tata Motors
2023-03-22,71887.93,Spare Parts,West India,Tata Motors
2024-10-10,209720.48,Commercial Vehicles,South India,Tata Motors
2023-10-23,375064.36,Spare Parts,South India,Tata Motors
2023-03-11,172253.45,Spare Parts,West India,Tata Motors
2024-01-21,426443.65,Commercial Vehicles,Central India,Tata Motors
2024-02-11,57398.63,Passenger Vehicles,West India,Tata Motors
2023-05-03,129931.83,Commercial Vehicles,North India,Tata Motors
2023-01-17,290503.93,Passenger Vehicles,West India,Tata Motors
2023-02-01,50679.60,Commercial Vehicles,Central India,Tata Motors
2024-10-10,180708.24,Commercial Vehicles,North India,Tata Motors
2024-03-10,68377.28,Service Centers,East India,Tata Motors
2024-07-02,449348.05,Commercial Vehicles,East India,Tata Motors
2024-12-02,189364.94,Spare Parts,South India,Tata Motors
2023-01-10,369103.66,Commercial Vehicles,North India,Tata Motors
2024-04-26,268621.67,Passenger Vehicles,East India,Tata Motors
2023-04-13,529361.34,Service Centers,Central India,Tata Motors
2024-12-20,96587.90,Spare Parts,East India,Tata Motors
2024-10-10,271406.88,Spare Parts,South India,Tata Motors
2023-10-20,496868.47,Passenger Vehicles,Central India,Tata Motors
2023-06-29,280517.66,Commercial Vehicles,West India,Tata Motors
2023-05-19,434435.48,Service Centers,South India,Tata Motors
2023-02-18,328387.77,Passenger Vehicles,Central India,Tata Motors
2024-07-16,202218.72,Service Centers,South India,Tata Motors
2023-02-20,508627.81,Service Centers,West India,Tata Motors
2023-06-26,314219.19,Passenger Vehicles,West India,Tata Motors
2024-03-14,196985.43,Commercial Vehicles,West India,Tata Motors
2024-06-23,145312.84,Service Centers,East India,Tata Motors
2024-11-11,480360.71,Spare Parts,West India,Tata Motors
2023-11-22,234354.06,Spare Parts,Central India,Tata Motors
2023-11-10,534132.97,Spare Parts,East India,Tata Motors
2023-05-24,480997.81,Commercial Vehicles,Central India,Tata Motors
2023-08-03,234815.76,Commercial Vehicles,West India,Tata Motors
2024-02-09,301963.54,Commercial Vehicles,West India,Tata Motors
2024-10-28,547910.90,Passenger Vehicles,East India,Tata Motors
2023-06-22,220298.51,Service Centers,East India,Tata Motors
2023-01-07,112835.42,Commercial Vehicles,North India,Tata Motors
2024-08-11,308948.08,Spare Parts,East India,Tata Motors
2024-04-20,248942.80,Passenger Vehicles,West India,Tata Motors
2024-05-11,467812.87,Commercial Vehicles,East India,Tata Motors
2024-02-02,402214.24,Spare Parts,South India,Tata Motors
2024-12-06,216354.30,Passenger Vehicles,South India,Tata Motors
2023-04-29,90244.40,Service Centers,South India,Tata Motors
2023-01-14,473551.25,Spare Parts,North India,Tata Motors
2024-09-05,241900.05,Service Centers,West India,Tata Motors
2024-04-18,334622.95,Passenger Vehicles,Central India,Tata Motors
2023-09-13,479213.97,Commercial Vehicles,East India,Tata Motors
2023-04-10,155042.48,Passenger Vehicles,South India,Tata Motors
2024-08-14,288728.37,Service Centers,North India,Tata Motors
2023-01-20,329602.26,Commercial Vehicles,South India,Tata Motors
2024-08-13,415211.44,Passenger Vehicles,West India,Tata Motors
2024-12-29,262174.85,Commercial Vehicles,South India,Tata Motors
2024-05-13,463049.59,Commercial Vehicles,Central India,Tata Motors
2023-06-05,489990.11,Service Centers,West India,Tata Motors
2024-02-21,520746.45,Service Centers,South India,Tata Motors
2024-03-24,181833.82,Service Centers,South India,Tata Motors
2023-08-20,238791.54,Service Centers,East India,Tata Motors
2024-07-09,352831.30,Service Centers,East India,Tata Motors
2024-10-01,76189.59,Passenger Vehicles,Central India,Tata Motors
2023-07-30,182379.64,Service Centers,North India,Tata Motors
2024-04-05,54864.43,Commercial Vehicles,Central India,Tata Motors
2023-08-10,225962.85,Service Centers,East India,Tata Motors
2023-05-26,241649.43,Passenger Vehicles,Central India,Tata Motors
2023-12-16,165898.11,Service Centers,North India,Tata Motors
2023-06-16,206765.00,Commercial Vehicles,West India,Tata Motors
2023-01-08,281762.70,Passenger Vehicles,North India,Tata Motors
2024-07-19,183463.72,Spare Parts,Central India,Tata Motors
2023-03-10,327953.24,Commercial Vehicles,East India,Tata Motors
2024-04-29,544624.25,Service Centers,West India,Tata Motors
2023-02-19,450627.26,Spare Parts,East India,Tata Motors
2024-08-05,385266.88,Passenger Vehicles,South India,Tata Motors
2024-09-07,162110.83,Service Centers,East India,Tata Motors
2023-06-26,289693.71,Passenger Vehicles,East India,Tata Motors
2024-07-22,308825.73,Passenger Vehicles,South India,Tata Motors
2024-04-27,513606.06,Service Centers,West India,Tata Motors
2024-10-23,221891.99,Passenger Vehicles,South India,Tata Motors
2023-05-12,300247.18,Spare Parts,Central India,Tata Motors
2024-11-13,180496.94,Commercial Vehicles,North India,Tata Motors
2023-05-27,473605.79,Service Centers,West India,Tata Motors
2023-09-06,498515.26,Passenger Vehicles,Central India,Tata Motors
2024-09-14,467455.61,Commercial Vehicles,Central India,Tata Motors
2024-03-15,521564.40,Commercial Vehicles,East India,Tata Motors
2024-12-16,166458.91,Commercial Vehicles,West India,Tata Motors
2024-04-08,421851.43,Service Centers,West India,Tata Motors
2024-05-14,100208.36,Service Centers,Central India,Tata Motors
2024-11-21,407062.86,Spare Parts,West India,Tata Motors
2024-06-25,130067.53,Passenger Vehicles,South India,Tata Motors
2024-11-18,502396.47,Passenger Vehicles,South India,Tata Motors
2023-03-14,354308.10,Commercial Vehicles,West India,Tata Motors
2023-02-23,451366.55,Commercial Vehicles,South India,Tata Motors
2024-03-29,233905.46,Service Centers,East India,Tata Motors
2023-04-18,436284.74,Passenger Vehicles,South India,Tata Motors
2023-04-22,460057.58,Spare Parts,South India,Tata Motors
2023-04-11,369174.99,Commercial Vehicles,Central India,Tata Motors
2024-04-24,56039.88,Passenger Vehicles,West India,Tata Motors
2024-07-04,204126.00,Commercial Vehicles,West India,Tata Motors
2023-12-25,460386.80,Commercial Vehicles,North India,Tata Motors
2024-06-17,280908.68,Service Centers,South India,Tata Motors
2023-11-14,203450.52,Commercial Vehicles,South India,Tata Motors
2023-06-30,180061.64,Service Centers,Central India,Tata Motors
2024-02-26,527893.99,Passenger Vehicles,Central India,Tata Motors
2024-05-27,327928.97,Spare Parts,South India,Tata Motors
2024-09-21,438128.59,Spare Parts,South India,Tata Motors
2023-02-22,170704.92,Passenger Vehicles,South India,Tata Motors
2023-02-06,101913.88,Spare Parts,North India,Tata Motors
2024-09-20,290953.18,Commercial Vehicles,West India,Tata Motors
2023-03-19,411590.99,Commercial Vehicles,South India,Tata Motors
2023-02-06,387033.26,Spare Parts,East India,Tata Motors
2024-08-05,285389.60,Passenger Vehicles,North India,Tata Motors
2024-02-22,175322.51,Service Centers,West India,Tata Motors
2023-06-18,81443.03,Commercial Vehicles,Central India,Tata Motors
2023-01-16,162201.56,Spare Parts,West India,Tata Motors
2023-01-27,259922.54,Service Centers,South India,Tata Motors
2023-06-24,328451.26,Spare Parts,South India,Tata Motors
2023-05-28,502518.02,Passenger Vehicles,South India,Tata Motors
2023-01-07,305001.24,Spare Parts,West India,Tata Motors
2023-02-04,276236.09,Spare Parts,Central India,Tata Motors
2024-07-25,299317.65,Spare Parts,North India,Tata Motors
2023-02-18,83939.90,Spare Parts,East India,Tata Motors
2024-06-05,503761.17,Spare Parts,North India,Tata Motors
2024-12-02,437151.79,Service Centers,Central India,Tata Motors
2024-06-13,510226.82,Commercial Vehicles,East India,Tata Motors
2024-10-23,231784.32,Spare Parts,Central India,Tata Motors
2023-09-08,536886.65,Service Centers,East India,Tata Motors
2023-12-16,479066.97,Service Centers,West India,Tata Motors
2024-11-03,340020.09,Spare Parts,West India,Tata Motors
2023-07-14,89610.21,Service Centers,North India,Tata Motors
2023-04-08,247697.24,Spare Parts,Central India,Tata Motors
2024-01-26,90526.95,Spare Parts,West India,Tata Motors
2023-02-24,100904.37,Passenger Vehicles,East India,Tata Motors
2023-09-16,251458.08,Spare Parts,North India,Tata Motors
2023-03-14,526218.33,Passenger Vehicles,East India,Tata Motors
2024-12-19,275943.50,Service Centers,South India,Tata Motors
2024-11-18,368645.84,Passenger Vehicles,South India,Tata Motors
2024-03-15,241482.94,Commercial Vehicles,West India,Tata Motors
2023-07-25,469425.86,Passenger Vehicles,West India,Tata Motors
2024-02-19,491736.69,Passenger Vehicles,South India,Tata Motors
2024-09-11,380258.86,Passenger Vehicles,North India,Tata Motors
2024-12-23,349514.73,Spare Parts,South India,Tata Motors
2023-04-23,415408.41,Passenger Vehicles,North India,Tata Motors
2023-11-04,387168.39,Service Centers,East India,Tata Motors
2023-08-28,426220.71,Passenger Vehicles,West India,Tata Motors
2024-05-05,363980.08,Passenger Vehicles,North India,Tata Motors
2024-03-26,328599.26,Spare Parts,West India,Tata Motors
2023-06-01,102440.70,Passenger Vehicles,West India,Tata Motors
2023-01-08,369295.83,Service Centers,East India,Tata Motors
2024-02-06,402328.28,Spare Parts,Central India,Tata Motors
2024-01-21,258182.10,Service Centers,Central India,Tata Motors
2023-05-12,389703.70,Commercial Vehicles,East India,Tata Motors
2023-10-28,370921.59,Commercial Vehicles,West India,Tata Motors
2023-06-20,106372.43,Service Centers,West India,Tata Motors
2024-12-13,291172.98,Commercial Vehicles,Central India,Tata Motors
2023-09-14,167382.92,Passenger Vehicles,Central India,Tata Motors
2024-01-13,301873.91,Spare Parts,West India,Tata Motors
2024-08-05,490251.50,Commercial Vehicles,North India,Tata Motors
2023-03-07,241754.96,Passenger Vehicles,South India,Tata Motors
2023-03-22,522189.70,Spare Parts,Central India,Tata Motors
2023-04-08,275878.03,Service Centers,East India,Tata Motors
2024-02-13,191748.65,Commercial Vehicles,West India,Tata Motors
2023-07-24,493075.54,Commercial Vehicles,Central India,Tata Motors
2023-02-20,192267.27,Commercial Vehicles,North India,Tata Motors
2024-08-02,256033.56,Passenger Vehicles,East India,Tata Motors
2024-10-26,89528.88,Service Centers,West India,Tata Motors
2023-08-03,379192.00,Spare Parts,South India,Tata Motors
2023-10-26,462529.02,Passenger Vehicles,East India,Tata Motors
2023-01-22,534128.67,Spare Parts,Central India,Tata Motors
2024-01-25,392563.14,Commercial Vehicles,South India,Tata Motors
2023-12-30,110286.28,Commercial Vehicles,North India,Tata Motors
2023-07-31,251064.18,Commercial Vehicles,East India,Tata Motors
2023-06-03,276029.29,Commercial Vehicles,South India,Tata Motors
2023-05-10,194826.67,Passenger Vehicles,South India,Tata Motors
2024-07-13,291987.52,Spare Parts,Central India,Tata Motors
2024-01-02,286738.39,Spare Parts,West India,Tata Motors
2023-07-03,218304.00,Service Centers,North India,Tata Motors
2023-12-30,521672.99,Commercial Vehicles,East India,Tata Motors
2023-07-03,308693.59,Passenger Vehicles,West India,Tata Motors
2024-12-10,413343.71,Passenger Vehicles,East India,Tata Motors
2024-07-26,535740.15,Service Centers,West India,Tata Motors
2024-08-18,286815.72,Commercial Vehicles,Central India,Tata Motors
2024-03-27,223007.86,Commercial Vehicles,East India,Tata Motors
2023-06-13,495891.87,Spare Parts,North India,Tata Motors
2024-10-31,434199.27,Passenger Vehicles,South India,Tata Motors
2023-10-15,465671.16,Service Centers,West India,Tata Motors
2023-08-13,411520.25,Spare Parts,West India,Tata Motors
2024-12-05,134633.50,Spare Parts,North India,Tata Motors
2024-06-16,235071.58,Passenger Vehicles,Central India,Tata Motors
2024-03-26,338207.35,Commercial Vehicles,East India,Tata Motors
2024-12-11,406384.69,Passenger Vehicles,South India,Tata Motors
2023-08-18,367374.03,Spare Parts,East India,Tata Motors
2024-11-22,436211.80,Passenger Vehicles,South India,Tata Motors
2024-02-13,319679.62,Commercial Vehicles,South India,Tata Motors
2023-03-08,269809.79,Service Centers,North India,Tata Motors
2023-12-16,69535.63,Passenger Vehicles,South India,Tata Motors
2023-08-06,409513.87,Passenger Vehicles,South India,Tata Motors
2023-11-05,250028.50,Commercial Vehicles,West India,Tata Motors
2023-04-02,146648.43,Commercial Vehicles,West India,Tata Motors
2024-10-27,450180.56,Commercial Vehicles,West India,Tata Motors
2023-08-16,464132.07,Commercial Vehicles,West India,Tata Motors
2024-03-16,221000.90,Commercial Vehicles,West India,Tata Motors
2023-04-24,75859.40,Spare Parts,North India,Tata Motors
2023-05-09,509789.03,Commercial Vehicles,East India,Tata Motors
2023-04-20,450645.41,Passenger Vehicles,West India,Tata Motors
2023-02-24,471211.18,Commercial Vehicles,West India,Tata Motors
2023-11-30,107023.22,Commercial Vehicles,West India,Tata Motors
2023-02-11,181586.66,Service Centers,Central India,Tata Motors
2024-09-08,279742.07,Passenger Vehicles,North India,Tata Motors
2023-05-27,127771.01,Spare Parts,East India,Tata Motors
2023-02-01,490627.78,Service Centers,Central India,Tata Motors
2023-08-03,137144.66,Spare Parts,West India,Tata Motors
2024-05-29,191667.68,Spare Parts,North India,Tata Motors
2024-03-24,443923.42,Commercial Vehicles,Central India,Tata Motors
2024-12-30,88356.67,Service Centers,South India,Tata Motors
2023-06-21,366501.12,Commercial Vehicles,North India,Tata Motors
2023-03-08,508989.72,Passenger Vehicles,North India,Tata Motors
2024-05-07,248833.16,Spare Parts,North India,Tata Motors
2023-03-29,308772.35,Spare Parts,North India,Tata Motors
2023-11-24,445209.95,Commercial Vehicles,North India,Tata Motors
2024-11-28,264860.71,Commercial Vehicles,North India,Tata Motors
2024-04-26,247395.73,Commercial Vehicles,Central India,Tata Motors
2023-03-13,473620.05,Passenger Vehicles,Central India,Tata Motors
2023-02-02,178479.46,Commercial Vehicles,East India,Tata Motors
2024-01-20,430587.27,Service Centers,North India,Tata Motors
2024-10-10,128954.51,Service Centers,West India,Tata Motors
2024-07-23,331145.51,Spare Parts,Central India,Tata Motors
2023-12-14,172178.12,Passenger Vehicles,West India,Tata Motors
2024-12-13,512079.93,Commercial Vehicles,East India,Tata Motors
2023-01-16,544008.39,Passenger Vehicles,North India,Tata Motors
2023-10-10,62736.63,Service Centers,East India,Tata Motors
2024-05-22,447136.69,Commercial Vehicles,West India,Tata Motors
2023-03-31,175235.19,Commercial Vehicles,North India,Tata Motors
2023-03-15,413120.47,Spare Parts,South India,Tata Motors
2024-01-07,180761.78,Service Centers,West India,Tata Motors
2024-01-03,73229.79,Commercial Vehicles,West India,Tata Motors
2023-04-12,105915.16,Passenger Vehicles,East India,Tata Motors
2024-03-15,201068.79,Commercial Vehicles,South India,Tata Motors
2023-05-28,189591.77,Commercial Vehicles,South India,Tata Motors
2023-06-19,493032.07,Commercial Vehicles,South India,Tata Motors
2023-04-08,92214.84,Passenger Vehicles,Central India,Tata Motors
2024-03-20,50677.07,Commercial Vehicles,East India,Tata Motors
2024-05-10,132323.79,Commercial Vehicles,Central India,Tata Motors
2023-03-05,293676.76,Passenger Vehicles,East India,Tata Motors
2023-03-07,273330.91,Service Centers,South India,Tata Motors
2023-04-06,212173.52,Service Centers,South India,Tata Motors
2023-10-15,302543.19,Spare Parts,West India,Tata Motors
2024-09-02,267422.57,Passenger Vehicles,East India,Tata Motors
2023-01-22,197955.62,Service Centers,West India,Tata Motors
2024-01-05,547435.32,Spare Parts,East India,Tata Motors
2023-03-25,542606.92,Commercial Vehicles,East India,Tata Motors
2023-06-11,430340.24,Commercial Vehicles,West India,Tata Motors
2023-01-04,411534.51,Passenger Vehicles,South India,Tata Motors
2024-04-05,365664.31,Commercial Vehicles,South India,Tata Motors
2024-10-31,498184.21,Spare Parts,North India,Tata Motors
2024-04-18,85065.87,Spare Parts,Central India,Tata Motors
2024-08-29,356518.71,Commercial Vehicles,North India,Tata Motors
2024-06-19,542835.72,Service Centers,North India,Tata Motors
2024-02-05,413362.68,Spare Parts,East India,Tata Motors
2023-12-15,180327.68,Spare Parts,West India,Tata Motors
2024-12-09,435733.60,Passenger Vehicles,North India,Tata Motors
2023-08-06,301049.68,Spare Parts,East India,Tata Motors
2023-11-22,344125.04,Passenger Vehicles,West India,Tata Motors
2023-10-28,337111.42,Spare Parts,West India,Tata Motors
2023-07-01,294980.51,Spare Parts,South India,Tata Motors
2023-03-06,195625.90,Spare Parts,Central India,Tata Motors
2024-12-27,130431.29,Service Centers,North India,Tata Motors
2023-04-08,467189.59,Spare Parts,North India,Tata Motors
2023-08-31,355211.24,Service Centers,Central India,Tata Motors
2024-06-10,498408.46,Service Centers,West India,Tata Motors
2024-06-25,321166.14,Passenger Vehicles,South India,Tata Motors
2023-09-06,373667.15,Service Centers,West India,Tata Motors
2023-08-02,87248.55,Spare Parts,Central India,Tata Motors
2023-03-04,199775.79,Passenger Vehicles,North India,Tata Motors
2023-04-14,547308.85,Service Centers,Central India,Tata Motors
2024-01-17,504658.90,Commercial Vehicles,South India,Tata Motors
2023-08-03,159264.74,Service Centers,North India,Tata Motors
2023-11-29,441681.83,Service Centers,North India,Tata Motors
2024-09-01,486423.31,Commercial Vehicles,South India,Tata Motors
2024-11-23,312024.05,Passenger Vehicles,North India,Tata Motors
2024-07-24,367584.67,Commercial Vehicles,North India,Tata Motors
2023-12-16,377586.88,Commercial Vehicles,West India,Tata Motors
2023-01-01,146169.21,Service Centers,East India,Tata Motors
2023-07-31,237084.10,Commercial Vehicles,East India,Tata Motors
2023-06-19,358658.25,Passenger Vehicles,North India,Tata Motors
2023-04-23,222034.11,Passenger Vehicles,North India,Tata Motors
2023-10-21,350433.33,Service Centers,Central India,Tata Motors
2024-09-13,337435.15,Service Centers,West India,Tata Motors
2023-05-12,472039.29,Passenger Vehicles,South India,Tata Motors
2024-04-07,325616.01,Service Centers,West India,Tata Motors
2023-04-01,549649.89,Spare Parts,South India,Tata Motors
2024-06-26,450890.66,Spare Parts,Central India,Tata Motors
2024-04-24,371931.53,Commercial Vehicles,West India,Tata Motors
2023-09-19,470229.51,Service Centers,West India,Tata Motors
2024-09-24,399110.95,Commercial Vehicles,North India,Tata Motors
2024-01-11,245832.77,Passenger Vehicles,West India,Tata Motors
2024-04-04,412334.88,Service Centers,Central India,Tata Motors
2024-01-31,150457.69,Passenger Vehicles,South India,Tata Motors
2023-01-01,349913.99,Commercial Vehicles,West India,Tata Motors
2023-08-29,282644.29,Service Centers,Central India,Tata Motors
2023-09-07,422778.90,Passenger Vehicles,South India,Tata Motors
2023-10-16,395227.22,Spare Parts,Central India,Tata Motors
2024-12-05,470023.62,Service Centers,East India,Tata Motors
2024-11-30,377112.31,Service Centers,East India,Tata Motors
2024-05-28,545674.96,Commercial Vehicles,North India,Tata Motors
2024-02-01,109712.57,Spare Parts,North India,Tata Motors
2024-07-03,52414.52,Spare Parts,Central India,Tata Motors
2024-12-13,313427.66,Passenger Vehicles,West India,Tata Motors
2024-06-12,530062.99,Spare Parts,East India,Tata Motors
2024-09-10,171240.53,Passenger Vehicles,East India,Tata Motors
2024-07-29,282252.83,Passenger Vehicles,South India,Tata Motors
2023-07-06,321451.00,Service Centers,Central India,Tata Motors
2024-12-18,100210.83,Service Centers,North India,Tata Motors
2023-12-09,302547.92,Spare Parts,South India,Tata Motors
2023-11-28,221193.68,Spare Parts,East India,Tata Motors
2024-02-20,532521.47,Passenger Vehicles,West India,Tata Motors
2023-02-19,518369.03,Service Centers,East India,Tata Motors
2023-12-27,342559.48,Commercial Vehicles,West India,Tata Motors
2024-12-16,128449.08,Commercial Vehicles,North India,Tata Motors
2023-01-30,89822.00,Spare Parts,Central India,Tata Motors
2023-11-07,476305.85,Passenger Vehicles,West India,Tata Motors
2024-09-20,519503.09,Passenger Vehicles,North India,Tata Motors
2024-12-02,98574.61,Passenger Vehicles,South India,Tata Motors
2023-12-06,447621.92,Passenger Vehicles,Central India,Tata Motors
2023-07-27,185646.88,Service Centers,South India,Tata Motors
2023-12-31,168446.00,Commercial Vehicles,East India,Tata Motors
2024-02-27,294549.36,Passenger Vehicles,South India,Tata Motors
2024-02-08,128104.56,Service Centers,East India,Tata Motors
2023-06-02,52547.00,Spare Parts,North India,Tata Motors
2024-02-03,127139.06,Commercial Vehicles,Central India,Tata Motors
2024-10-18,352943.39,Service Centers,North India,Tata Motors
